file,line,severity,type,description,code
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1429,Medium,Placeholder,Placeholder text in code,"IsSystemTemplate = table.Column<bool>(type: ""bit"", nullable: false),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1434,Medium,Placeholder,Placeholder text in code,"ParentTemplateId = table.Column<Guid>(type: ""uniqueidentifier"", nullable: true),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1447,Medium,Placeholder,Placeholder text in code,"table.PrimaryKey(""PK_Templates"", x => x.Id);"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1449,Medium,Placeholder,Placeholder text in code,"name: ""FK_Templates_Templates_ParentTemplateId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1450,Medium,Placeholder,Placeholder text in code,"column: x => x.ParentTemplateId,"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1451,Medium,Placeholder,Placeholder text in code,"principalTable: ""Templates"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1454,Medium,Placeholder,Placeholder text in code,"name: ""FK_Templates_Tenants_TenantId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1530,Medium,Placeholder,Placeholder text in code,"NextPaymentAttempt = table.Column<DateTime>(type: ""datetime2"", nullable: true),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1531,Medium,Placeholder,Placeholder text in code,"FailedPaymentAttempts = table.Column<int>(type: ""int"", nullable: false),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1702,Medium,Placeholder,Placeholder text in code,"SystemPrompt = table.Column<string>(type: ""nvarchar(max)"", maxLength: 5000, nullable: true),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,1709,Medium,Placeholder,Placeholder text in code,"Temperature = table.Column<decimal>(type: ""decimal(18,2)"", nullable: false),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2004,Medium,Placeholder,Placeholder text in code,"ReportTemplateId = table.Column<Guid>(type: ""uniqueidentifier"", nullable: true),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2026,Medium,Placeholder,Placeholder text in code,"name: ""FK_AuditReports_ReportTemplates_ReportTemplateId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2027,Medium,Placeholder,Placeholder text in code,"column: x => x.ReportTemplateId,"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2028,Medium,Placeholder,Placeholder text in code,"principalTable: ""ReportTemplates"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2053,Medium,Placeholder,Placeholder text in code,"TemplateId = table.Column<Guid>(type: ""uniqueidentifier"", nullable: true),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2055,Medium,Placeholder,Placeholder text in code,"IsTemplate = table.Column<bool>(type: ""bit"", nullable: false),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2080,Medium,Placeholder,Placeholder text in code,"name: ""FK_Documents_Templates_TemplateId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2081,Medium,Placeholder,Placeholder text in code,"column: x => x.TemplateId,"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2082,Medium,Placeholder,Placeholder text in code,"principalTable: ""Templates"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2158,Medium,Placeholder,Placeholder text in code,"PaymentAttempts = table.Column<int>(type: ""int"", nullable: false),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2159,Medium,Placeholder,Placeholder text in code,"LastPaymentAttempt = table.Column<DateTime>(type: ""datetime2"", nullable: true),"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2602,Medium,Placeholder,Placeholder text in code,"name: ""IX_AuditReports_ReportTemplateId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2604,Medium,Placeholder,Placeholder text in code,"column: ""ReportTemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2622,Medium,Placeholder,Placeholder text in code,"name: ""IX_Documents_TemplateId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2624,Medium,Placeholder,Placeholder text in code,"column: ""TemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2737,Medium,Placeholder,Placeholder text in code,"name: ""IX_Projects_IsTemplate"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2739,Medium,Placeholder,Placeholder text in code,"column: ""IsTemplate"");"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2747,Medium,Placeholder,Placeholder text in code,"name: ""IX_Projects_TemplateId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2749,Medium,Placeholder,Placeholder text in code,"column: ""TemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2777,Medium,Placeholder,Placeholder text in code,"name: ""IX_ReportTemplates_CreatedByUserId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2778,Medium,Placeholder,Placeholder text in code,"table: ""ReportTemplates"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2782,Medium,Placeholder,Placeholder text in code,"name: ""IX_ReportTemplates_TenantId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2783,Medium,Placeholder,Placeholder text in code,"table: ""ReportTemplates"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2877,Medium,Placeholder,Placeholder text in code,"name: ""IX_Templates_ParentTemplateId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2878,Medium,Placeholder,Placeholder text in code,"table: ""Templates"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2879,Medium,Placeholder,Placeholder text in code,"column: ""ParentTemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2882,Medium,Placeholder,Placeholder text in code,"name: ""IX_Templates_TenantId"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,2883,Medium,Placeholder,Placeholder text in code,"table: ""Templates"","
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,3109,Medium,Placeholder,Placeholder text in code,"name: ""EmailTemplates"");"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,3172,Medium,Placeholder,Placeholder text in code,"name: ""ReportTemplates"");"
src/BARQ.Infrastructure/Migrations/20250821193859_A1_UnifyDb_Identity.cs,3211,Medium,Placeholder,Placeholder text in code,"name: ""Templates"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,96,Medium,Placeholder,Placeholder text in code,"b.Property<string>(""SystemPrompt"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,100,Medium,Placeholder,Placeholder text in code,"b.Property<decimal>(""Temperature"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,1011,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""ReportTemplateId"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,1042,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""ReportTemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,1453,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsTemplate"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,1476,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""TemplateId"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,1496,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,1503,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.EmailTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,1574,Medium,Placeholder,Placeholder text in code,"b.ToTable(""EmailTemplates"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,2567,Medium,Placeholder,Placeholder text in code,"b.Property<DateTime?>(""LastPaymentAttempt"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,2581,Medium,Placeholder,Placeholder text in code,"b.Property<int>(""PaymentAttempts"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3188,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsTemplate"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3235,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""TemplateId"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3252,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""IsTemplate"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3256,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3331,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.ReportTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3373,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsSystemTemplate"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3384,Medium,Placeholder,Placeholder text in code,"b.Property<string>(""TemplateContent"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,3414,Medium,Placeholder,Placeholder text in code,"b.ToTable(""ReportTemplates"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4255,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.Template"", b =>"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4298,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsSystemTemplate"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4310,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""ParentTemplateId"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4317,Medium,Placeholder,Placeholder text in code,"b.Property<string>(""TemplateType"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4348,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""ParentTemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4352,Medium,Placeholder,Placeholder text in code,"b.ToTable(""Templates"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4671,Medium,Placeholder,Placeholder text in code,"b.Property<int>(""FailedPaymentAttempts"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,4690,Medium,Placeholder,Placeholder text in code,"b.Property<DateTime?>(""NextPaymentAttempt"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5616,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.ReportTemplate"", null)"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5618,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""ReportTemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5659,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.Template"", ""Template"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5661,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5671,Medium,Placeholder,Placeholder text in code,"b.Navigation(""Template"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5914,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.Project"", ""Template"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5916,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5926,Medium,Placeholder,Placeholder text in code,"b.Navigation(""Template"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,5958,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.ReportTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6138,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.Template"", b =>"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6140,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.Template"", ""ParentTemplate"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6141,Medium,Placeholder,Placeholder text in code,".WithMany(""ChildTemplates"")"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6142,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""ParentTemplateId"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6150,Medium,Placeholder,Placeholder text in code,"b.Navigation(""ParentTemplate"");"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6492,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.ReportTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6525,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.Template"", b =>"
src/BARQ.Infrastructure/Migrations/20250821212829_B2_ComposeFilters_Indexes.Designer.cs,6527,Medium,Placeholder,Placeholder text in code,"b.Navigation(""ChildTemplates"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,93,Medium,Placeholder,Placeholder text in code,"b.Property<string>(""SystemPrompt"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,97,Medium,Placeholder,Placeholder text in code,"b.Property<decimal>(""Temperature"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,1008,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""ReportTemplateId"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,1039,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""ReportTemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,1450,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsTemplate"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,1473,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""TemplateId"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,1493,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,1500,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.EmailTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,1571,Medium,Placeholder,Placeholder text in code,"b.ToTable(""EmailTemplates"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,2564,Medium,Placeholder,Placeholder text in code,"b.Property<DateTime?>(""LastPaymentAttempt"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,2578,Medium,Placeholder,Placeholder text in code,"b.Property<int>(""PaymentAttempts"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3185,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsTemplate"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3232,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""TemplateId"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3249,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""IsTemplate"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3253,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3328,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.ReportTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3370,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsSystemTemplate"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3381,Medium,Placeholder,Placeholder text in code,"b.Property<string>(""TemplateContent"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,3411,Medium,Placeholder,Placeholder text in code,"b.ToTable(""ReportTemplates"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4252,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.Template"", b =>"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4295,Medium,Placeholder,Placeholder text in code,"b.Property<bool>(""IsSystemTemplate"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4307,Medium,Placeholder,Placeholder text in code,"b.Property<Guid?>(""ParentTemplateId"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4314,Medium,Placeholder,Placeholder text in code,"b.Property<string>(""TemplateType"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4345,Medium,Placeholder,Placeholder text in code,"b.HasIndex(""ParentTemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4349,Medium,Placeholder,Placeholder text in code,"b.ToTable(""Templates"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4668,Medium,Placeholder,Placeholder text in code,"b.Property<int>(""FailedPaymentAttempts"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,4687,Medium,Placeholder,Placeholder text in code,"b.Property<DateTime?>(""NextPaymentAttempt"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5613,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.ReportTemplate"", null)"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5615,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""ReportTemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5656,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.Template"", ""Template"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5658,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5668,Medium,Placeholder,Placeholder text in code,"b.Navigation(""Template"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5911,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.Project"", ""Template"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5913,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""TemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5923,Medium,Placeholder,Placeholder text in code,"b.Navigation(""Template"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,5955,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.ReportTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6135,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.Template"", b =>"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6137,Medium,Placeholder,Placeholder text in code,"b.HasOne(""BARQ.Core.Entities.Template"", ""ParentTemplate"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6138,Medium,Placeholder,Placeholder text in code,".WithMany(""ChildTemplates"")"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6139,Medium,Placeholder,Placeholder text in code,".HasForeignKey(""ParentTemplateId"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6147,Medium,Placeholder,Placeholder text in code,"b.Navigation(""ParentTemplate"");"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6489,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.ReportTemplate"", b =>"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6522,Medium,Placeholder,Placeholder text in code,"modelBuilder.Entity(""BARQ.Core.Entities.Template"", b =>"
src/BARQ.Infrastructure/Migrations/BarqDbContextModelSnapshot.cs,6524,Medium,Placeholder,Placeholder text in code,"b.Navigation(""ChildTemplates"");"
src/BARQ.Infrastructure/Services/AI/OpenAiProvider.cs,39,Medium,Placeholder,Placeholder text in code,temperature = request.Temperature ?? _config.Temperature
src/BARQ.Infrastructure/Services/AI/OpenAiProvider.cs,71,Medium,TaskFromResult,Task.FromResult placeholder implementation,return Task.FromResult(isValid);
src/BARQ.Infrastructure/Services/AI/OpenAiProvider.cs,80,Medium,TaskFromResult,Task.FromResult placeholder implementation,return Task.FromResult(totalCost);
src/BARQ.Infrastructure/Services/AI/OpenAiProvider.cs,90,Medium,Placeholder,Placeholder text in code,public float Temperature { get; set; } = 0.7f;
